record_name	protein_id	gene	locus_tag	EC_number	product	db_xref
NC_003197	NP_459640.1	leuS	STM0648	6.1.1.4	leucine tRNA synthetase	GeneID:1252168
NC_003197	NP_447100.1		STM0649		putative hydrolase N-terminus	GeneID:1252169
NC_003197	NP_447101.1		STM0650	4.2.1.7', '6.1.1.4	putative hydrolase C-terminus	GeneID:1252170
NC_003197	NP_459643.1		STM0651		2-keto-3-deoxygluconate permease	GeneID:1252171
NC_003197	NP_459644.1		STM0652		Fis family transcriptional regulator	GeneID:1252172
NC_003197	NP_459645.1	ybeL	STM0653		hypothetical protein	GeneID:1252173
NC_003197	NP_459646.1	ybeQ	STM0654		hypothetical protein	GeneID:1252174
NC_003197	NP_459647.1	ybeR	STM0655		hypothetical protein	GeneID:1252175
NC_003197	NP_459648.1	ybeS	STM0656		molecular chaperone DnaJ	GeneID:1252176
NC_003197	NP_459649.1	ybeU	STM0657		hypothetical protein	GeneID:1252177
NC_003197	NP_459650.1	ybeV	STM0658		molecular chaperone DnaJ	GeneID:1252178
NC_003197	NP_459651.1	hscC	STM0659		molecular chaperone HscC	GeneID:1252179
NC_003197	NP_459652.1		STM0660		hypothetical protein	GeneID:1252180
NC_003197	NP_459653.1	ybeK	STM0661		pyrimidine-specific ribonucleoside hydrolase RihA	GeneID:1252181
NC_003197	NP_459654.1	gltL	STM0662		arginine transporter ATP-binding subunit	GeneID:1252182
NC_003197	NP_459655.1	gltK	STM0663		amino acid ABC transporter permease	GeneID:1252183
NC_003197	NP_459656.1	gltJ	STM0664		amino acid ABC transporter permease	GeneID:1252184
NC_003197	NP_459657.1	gltI	STM0665		glutamate/aspartate transporter	GeneID:1252185
NC_003197	NP_459658.1	lnt	STM0666	2.3.1.-	apolipoprotein N-acyltransferase	GeneID:1252186
NC_003197	NP_459659.1	ybeX	STM0667		magnesium/cobalt efflux protein	GeneID:1252187
NC_003197	NP_459660.1	ybeY	STM0668		rRNA maturation RNase YbeY	GeneID:1252188
NC_003197	NP_459661.3	phoL	STM0669		putative phosphate starvation-inducible protein, ATP-binding	GeneID:1252189
NC_003197	NP_459662.1	miaB	STM0670		tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	GeneID:1252190
NC_003197	NP_459663.1	ubiF	STM0671	1.14.13.-	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	GeneID:1252191
NC_003197	NP_459664.1		STM0672		hypothetical protein	GeneID:1252192
NC_003197	NP_459665.1	asnB	STM0680	6.3.5.4	asparagine synthetase B	GeneID:1252200
NC_003197	NP_459666.1	nagD	STM0681		UMP phosphatase	GeneID:1252201
NC_003197	NP_459667.1	nagC	STM0682		transcriptional regulator	GeneID:1252202
NC_003197	NP_459668.1	nagA	STM0683	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	GeneID:1252203
NC_003197	NP_459669.1	nagB	STM0684	3.5.99.6	glucosamine-6-phosphate deaminase	GeneID:1252204
NC_003197	NP_459670.1	nagE	STM0685	2.7.1.191	PTS N-acetyl glucosamine transporter subunit IIABC	GeneID:1252205
NC_003197	NP_459671.1	glnS	STM0686	6.1.1.18	glutamine--tRNA ligase	GeneID:1252206
NC_003197	NP_459672.1	ybfM	STM0687		chitoporin	GeneID:1252207
NC_003197	NP_459673.1	ybfN	STM0688		hypothetical protein	GeneID:1252208
NC_003197	NP_459674.1	citA	STM0689		citrate-proton symporter	GeneID:1252209
NC_003197	NP_459675.1	citB	STM0690		tricarballylate utilization protein B	GeneID:1252210
NC_003197	NP_459676.1		STM0691		FAD-binding dehydrogenase	GeneID:1252211
NC_003197	NP_459677.1		STM0692		putative LysR family transcriptional regulator	GeneID:1252212
NC_003197	NP_459678.1	fur	STM0693		ferric iron uptake transcriptional regulator	GeneID:1252213
NC_003197	NP_459679.1	fldA	STM0694		flavodoxin	GeneID:1252214
NC_003197	NP_459680.1	ybfE	STM0695		LexA regulated protein	GeneID:1252215
NC_003197	NP_459681.1	ybfF	STM0696	3.1.-.-	alpha/beta hydrolase	GeneID:1252216
NC_003197	NP_459682.1	seqA	STM0697		replication initiation regulator SeqA	GeneID:1252217
NC_003197	NP_459683.1	pgm	STM0698	5.4.2.2	phosphoglucomutase, alpha-D-glucose phosphate-specific	GeneID:1252218
NC_003197	NP_459684.1		STM0699		5-nitroimidazole antibiotic resistance protein	GeneID:1252219
NC_003197	NP_459685.1	potE	STM0700		putrescine-ornithine antiporter	GeneID:1252220
NC_003197	NP_459686.1	speF	STM0701	4.1.1.17	ornithine decarboxylase SpeF	GeneID:1252221
NC_003197	NP_459687.1	kdpE	STM0702		two-component system response regulator KdpE	GeneID:1252222
NC_003197	NP_459688.1	kdpD	STM0703	2.7.3.-	two-component system sensor histidine kinase KdbD	GeneID:1252223
NC_003197	NP_459689.1	kdpC	STM0704	3.6.3.12	potassium-transporting ATPase subunit C	GeneID:1252224
NC_003197	NP_459690.1	kdpB	STM0705	3.6.3.12	potassium-transporting ATPase subunit B	GeneID:1252225
NC_003197	NP_459691.1	kdpA	STM0706	3.6.3.12	potassium-transporting ATPase subunit KdpA	GeneID:1252226
NC_003197	NP_459692.1		STM0707		potassium-transporting ATPase subunit F	GeneID:1252227
NC_003197	NP_459693.1	ybfA	STM0708		hypothetical protein	GeneID:1252228
NC_003197	NP_459694.1	phrB	STM0709	4.1.99.3	deoxyribodipyrimidine photo-lyase	GeneID:1252229
NC_003197	NP_459695.1	ybgH	STM0710		MFS transporter	GeneID:1252230
NC_003197	NP_459696.1	ybgI	STM0711		hypothetical protein	GeneID:1252231
NC_003197	NP_459697.1	ybgJ	STM0712		hypothetical protein	GeneID:1252232
NC_003197	NP_459698.1	ybgK	STM0713		hypothetical protein	GeneID:1252233
NC_003197	NP_459699.1	ybgL	STM0714		LamB/YcsF family protein	GeneID:1252234
NC_003197	NP_459700.1		STM0715		hypothetical protein	GeneID:1252235
NC_003197	NP_459701.1		STM0716		DNA recombinase	GeneID:1252236
NC_003197	NP_459702.1		STM0717		putative inner membrane protein	GeneID:1252237
NC_003197	NP_459703.1		STM0718		transport protein	GeneID:1252238
NC_003197	NP_459704.1		STM0719	5.4.99.9	putative UDP-galactopyranose mutase	GeneID:1252239
NC_003197	NP_459705.1		STM0720		putative glycosyl transferase	GeneID:1252240
NC_003197	NP_459706.1		STM0721		glycosyltransferase family 1 protein	GeneID:1252241
NC_003197	NP_459707.1		STM0722		ABC transporter permease	GeneID:1252242
NC_003197	NP_459708.1		STM0723		sugar ABC transporter ATP-binding protein	GeneID:1252243
NC_003197	NP_459709.1		STM0724		glycosyl transferase	GeneID:1252244
NC_003197	NP_459710.1		STM0725		glycosyl transferase	GeneID:1252245
NC_003197	NP_459711.1		STM0726		putative glycosyl transferase	GeneID:1252246
NC_003197	NP_459712.1		STM0727		hypothetical protein	GeneID:1252247
NC_003197	NP_459713.1	nei	STM0728	3.2.-.-	endonuclease VIII	GeneID:1252248
NC_003197	NP_459714.1	abrB	STM0729		AbrB family transcriptional regulator	GeneID:1252249
NC_003197	NP_459715.1	gltA	STM0730	2.3.3.1	citrate (Si)-synthase	GeneID:1252250
NC_003197	NP_459716.1		STM0731		hypothetical protein	GeneID:1252251
NC_003197	NP_459717.1	sdhC	STM0732	1.3.5.1	succinate dehydrogenase, cytochrome b556	GeneID:1252252
NC_003197	NP_459718.1	sdhD	STM0733	1.3.5.1	succinate dehydrogenase, hydrophobic membrane anchor protein	GeneID:1252253
NC_003197	NP_459719.1	sdhA	STM0734	1.3.5.1	succinate dehydrogenase flavoprotein subunit	GeneID:1252254
NC_003197	NP_459720.1	sdhB	STM0735	1.3.5.1	succinate dehydrogenase, Fe-S protein	GeneID:1252255
NC_003197	NP_459721.1	sucA	STM0736	1.2.4.2	2-oxoglutarate dehydrogenase E1 component	GeneID:1252256
NC_003197	NP_459722.1	sucB	STM0737	2.3.1.61	dihydrolipoamide succinyltransferase	GeneID:1252257
NC_003197	NP_459723.1	sucC	STM0738	6.2.1.5	succinate--CoA ligase subunit beta	GeneID:1252258
NC_003197	NP_459724.1	sucD	STM0739	6.2.1.5	succinate--CoA ligase subunit alpha	GeneID:1252259
NC_003197	NP_459725.1	cydA	STM0740	1.10.3.-', '1.10.2.-	cytochrome d terminal oxidase subunit 1	GeneID:1252260
NC_003197	NP_459726.1	cydB	STM0741	1.10.3.-', '1.10.2.-	cytochrome d ubiquinol oxidase subunit II	GeneID:1252261
NC_003197	NP_459727.1	ybgT	STM0742		putative outer membrane lipoprotein	GeneID:1252262
NC_003197	NP_459728.1	ybgE	STM0743		cyd operon protein YbgE	GeneID:1252263
NC_003197	NP_459729.1	ybgC	STM0744		tol-pal system-associated acyl-CoA thioesterase	GeneID:1252264
NC_003197	NP_459730.1	tolQ	STM0745		tol protein, membrane-spanning inner membrane protein	GeneID:1252265
NC_003197	NP_459731.1	tolR	STM0746		protein TolR	GeneID:1252266
NC_003197	NP_459732.1	tolA	STM0747		cell envelope integrity protein TolA	GeneID:1252267
NC_003197	NP_459733.1	tolB	STM0748		Tol-Pal system beta propeller repeat protein TolB	GeneID:1252268
NC_003197	NP_459734.1	pal	STM0749		peptidoglycan-associated lipoprotein	GeneID:1252269
NC_003197	NP_459735.1	ybgF	STM0750		cell division protein CpoB	GeneID:1252270
NC_003197	NP_459736.1	nadA	STM0756		quinolinate synthase	GeneID:1252276
NC_003197	NP_459737.1	pnuC	STM0757		nicotinamide riboside transporter PnuC	GeneID:1252277
NC_003197	NP_459738.1	ybgR	STM0758		cation transporter	GeneID:1252278
NC_003197	NP_459739.1	ybgS	STM0759		hypothetical protein	GeneID:1252279
NC_003197	NP_459740.1	aroG	STM0760	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	GeneID:1252280
NC_003197	NP_459741.1		STM0761	4.2.1.2', '2.5.1.54	fumarate hydratase Class I anaerobic	GeneID:1252281
NC_003197	NP_459742.1		STM0762	4.2.1.2', '2.5.1.54	fumarate hydratase	GeneID:1252282
NC_003197	NP_459743.3		STM0763		transcriptional regulator, lysR family	GeneID:1252283
NC_003197	NP_459744.1		STM0764		transcriptional regulator, lysR family	GeneID:1252284
NC_003197	NP_459745.1		STM0765		putative cation transporter	GeneID:1252285
NC_003197	NP_459746.1	dcoC	STM0766	4.1.1.3', '2.5.1.54	oxaloacetate decarboxylase subunit gamma	GeneID:1252286
NC_003197	NP_459747.1	dcoB	STM0768	4.1.1.3', '2.5.1.54	oxaloacetate decarboxylase subunit beta	GeneID:1252288
NC_003197	NP_459748.1		STM0769		hypothetical protein	GeneID:1252289
NC_003197	NP_459749.1		STM0770		iron ABC transporter permease	GeneID:1252290
NC_003197	NP_459750.1		STM0771		iron ABC transporter	GeneID:1252291
NC_003197	NP_459751.1	gpmA	STM0772		phosphoglyceromutase	GeneID:1252292
NC_003197	NP_459752.1	galM	STM0773	5.1.3.3	galactose-1-epimerase	GeneID:1252293
NC_003197	NP_459753.1	galK	STM0774	2.7.1.6	galactokinase	GeneID:1252294
NC_003197	NP_459754.1	galT	STM0775	2.7.7.10', '2.7.7.12	galactose-1-phosphate uridylyltransferase	GeneID:1252295
NC_003197	NP_459755.1	galE	STM0776	5.1.3.2	UDP-glucose 4-epimerase	GeneID:1252296
NC_003197	NP_459756.1		STM0777		hypothetical protein	GeneID:1252297
NC_003197	NP_459757.1	modF	STM0778		molybdate ABC transporter ATP-binding protein ModF	GeneID:1252298
NC_003197	NP_459758.1	modE	STM0779		molybdenum-dependent transcriptional regulator	GeneID:1252299
NC_003197	NP_459759.1		STM0780		multidrug efflux pump-associated protein, AcrZ family	GeneID:1252300
NC_003197	NP_459760.1	modA	STM0781		molybdate ABC transporter substrate-binding protein	GeneID:1252301
NC_003197	NP_459761.1	modB	STM0782		molybdate ABC transporter permease	GeneID:1252302
NC_003197	NP_459762.1	modC	STM0783		molybdenum ABC transporter ATP-binding protein	GeneID:1252303
NC_003197	NP_459763.1	ybhA	STM0784		pyridoxal phosphatase	GeneID:1252304
NC_003197	NP_459764.1	ybhE	STM0785		6-phosphogluconolactonase	GeneID:1252305
NC_003197	NP_459765.1	ybhC	STM0786		acyl-CoA thioesterase	GeneID:1252306
NC_003197	NP_459766.1	hutI	STM0787	3.5.2.7	imidazolonepropionase	GeneID:1252307
NC_003197	NP_459767.1	hutG	STM0788		formimidoylglutamase	GeneID:1252308
NC_003197	NP_459768.1	hutC	STM0789		histidine utilization repressor	GeneID:1252309
NC_003197	NP_459769.1	hutH	STM0791	4.3.1.3	histidine ammonia-lyase	GeneID:1252311
NC_003197	NP_459770.1	ybhB	STM0792		kinase inhibitor	GeneID:1252312
NC_003197	NP_459771.1	bioA	STM0793	2.6.1.62	adenosylmethionine--8-amino-7-oxononanoate transaminase	GeneID:1252313
NC_003197	NP_459772.1	bioB	STM0794	2.8.1.6	biotin synthase	GeneID:1252314
NC_003197	NP_459773.1	bioF	STM0795	2.3.1.47	8-amino-7-oxononanoate synthase	GeneID:1252315
NC_003197	NP_459774.1	bioC	STM0796		malonyl-ACP O-methyltransferase BioC	GeneID:1252316
NC_003197	NP_459775.1	bioD	STM0797	6.3.3.3	dethiobiotin synthase	GeneID:1252317
NC_003197	NP_459776.1	uvrB	STM0798		excinuclease ABC subunit B	GeneID:1252318
NC_003197	NP_447236.1		STM0799		hypothetical protein	GeneID:1252319
NC_003197	NP_459778.1	slrP	STM0800		E3 ubiquitin--protein ligase	GeneID:1252320
NC_003197	NP_459779.1	ybhK	STM0801		hypothetical protein	GeneID:1252321
NC_003197	NP_459780.1	moaA	STM0802		cyclic pyranopterin phosphate synthase	GeneID:1252322
NC_003197	NP_459781.1	moaB	STM0803		molybdenum cofactor biosynthesis protein B	GeneID:1252323
NC_003197	NP_459782.1	moaC	STM0804		molybdenum cofactor biosynthesis protein C	GeneID:1252324
NC_003197	NP_459783.3	moaD	STM0805		molybdopterin biosynthesis protein	GeneID:1252325
NC_003197	NP_459784.1	moaE	STM0806		molybdenum cofactor biosynthesis protein MoaE	GeneID:1252326
NC_003197	NP_459785.1	ybhL	STM0807		hypothetical protein	GeneID:1252327
NC_003197	NP_459786.1	ybhM	STM0808		hypothetical protein	GeneID:1252328
NC_003197	NP_459787.1		STM0809		putative inner membrane protein	GeneID:1252329
NC_003197	NP_459788.1		STM0810		hypothetical protein	GeneID:1252330
NC_003197	NP_459789.1	ybhN	STM0811		hypothetical protein	GeneID:1252331
NC_003197	NP_459790.1	ybhO	STM0812		cardiolipin synthase B	GeneID:1252332
NC_003197	NP_459791.1	ybhP	STM0813		hypothetical protein	GeneID:1252333
NC_003197	NP_459792.1	ybhQ	STM0814		hypothetical protein	GeneID:1252334
NC_003197	NP_459793.1	ybhR	STM0815		ABC transporter permease	GeneID:1252335
NC_003197	NP_459794.1	ybhS	STM0816		ABC transporter permease	GeneID:1252336
NC_003197	NP_459795.1	ybhF	STM0817		multidrug ABC transporter ATP-binding protein	GeneID:1252337
NC_003197	NP_459796.1		STM0818		secretion protein HlyD	GeneID:1252338
NC_003197	NP_459797.1	ybiH	STM0819		transcriptional regulator	GeneID:1252339
NC_003197	NP_459798.1	rhlE	STM0820		ATP-dependent RNA helicase RhlE	GeneID:1252340
NC_003197	NP_459799.1	dinG	STM0821		ATP-dependent DNA helicase DinG	GeneID:1252341
NC_003197	NP_459800.1	ybiB	STM0822		DNA-binding protein YbiB	GeneID:1252342
NC_003197	NP_459801.1	ybiJ	STM0823		hypothetical protein	GeneID:1252343
NC_003197	NP_459802.1	ybiI	STM0825		hypothetical protein	GeneID:1252344
NC_003197	NP_459803.1	ybiN	STM0826		23S rRNA (adenine(1618)-N(6))-methyltransferase	GeneID:1252345
NC_003197	NP_459804.1	ybiO	STM0827		mechanosensitive channel protein	GeneID:1252346
NC_003197	NP_459805.1	glnQ	STM0828		glutamine ABC transporter ATP-binding protein	GeneID:1252347
NC_003197	NP_459806.1	glnP	STM0829		glutamine ABC transporter permease GlnP	GeneID:1252348
NC_003197	NP_459807.1	glnH	STM0830		glutamine ABC transporter substrate-binding protein GlnH	GeneID:1252349
NC_003197	NP_459808.1	dps	STM0831		DNA starvation/stationary phase protection protein Dps	GeneID:1252350
NC_003197	NP_459809.1	ybiF	STM0832		threonine/homoserine exporter RhtA	GeneID:1252351
NC_003197	NP_459810.1	ompX	STM0833		outer membrane protein OmpX	GeneID:1252352
NC_003197	NP_459811.1	ybiP	STM0834		phosphoethanolamine transferase	GeneID:1252353
NC_003197	NP_459812.1		STM0835		transcriptional regulator MntR	GeneID:1252354
NC_003197	NP_459813.1	ybiR	STM0836		anion transporter	GeneID:1252355
NC_003197	NP_459814.1	ybiS	STM0837		L,D-transpeptidase	GeneID:1252356
NC_003197	NP_459815.1	ybiT	STM0838		ABC-F family ATPase	GeneID:1252357
NC_003197	NP_459816.1		STM0839		putative inner membrane protein	GeneID:1252358
NC_003197	NP_459817.1	ybiV(2)	STM0840		sugar-phosphatase	GeneID:1252359
NC_003197	NP_459818.1	ybiU	STM0841		hypothetical protein	GeneID:1252360
NC_003197	NP_459819.1	ybiV(1)	STM0842		sugar-phosphatase	GeneID:1252361
NC_003197	NP_459820.1	pflF	STM0843	2.3.1.54	glycyl radical enzyme	GeneID:1252362
NC_003197	NP_459821.1	pflE	STM0844	1.97.1.4	pyruvate formate lyase-activating protein	GeneID:1252363
NC_003197	NP_459822.1	moeB	STM0845		molybdopterin-synthase adenylyltransferase MoeB	GeneID:1252364
NC_003197	NP_459823.3	moeA	STM0846		molybdopterin biosynthesis protein	GeneID:1252365
NC_003197	NP_459824.1	ybiK	STM0847	3.5.1.1	beta-aspartyl-peptidase	GeneID:1252366
NC_003197	NP_459825.1	yliA	STM0848		glutathione ABC transporter ATP-binding protein GsiA	GeneID:1252367
NC_003197	NP_459826.1	yliB	STM0849		glutathione ABC transporter substrate-binding protein GsiB	GeneID:1252368
NC_003197	NP_459827.1	yliC	STM0850		glutathione ABC transporter permease GsiC	GeneID:1252369
NC_003197	NP_459828.1	yliD	STM0851		glutathione ABC transporter permease GsiD	GeneID:1252370
NC_003197	NP_459829.1	yliG	STM0852		ribosomal protein S12 methylthiotransferase	GeneID:1252371
NC_003197	NP_459830.1	yliH	STM0853		transcriptional regulator	GeneID:1252372
NC_003197	NP_459831.1		STM0854		CoA ester lyase	GeneID:1252373
NC_003197	NP_459832.3		STM0855		putative electron transfer flavoprotein beta subunit	GeneID:1252374
NC_003197	NP_459833.1		STM0856		electron transfer flavoprotein subunit alpha	GeneID:1252375
NC_003197	NP_459834.1		STM0857		putative acyl-CoA dehydrogenase	GeneID:1252376
NC_003197	NP_459835.1		STM0858	1.5.5.1	electron transfer flavoprotein-ubiquinone oxidoreductase	GeneID:1252377
NC_003197	NP_459836.1		STM0859		putative LysR family transcriptional regulator	GeneID:1252378
NC_003197	NP_459837.1		STM0860		hypothetical protein	GeneID:1252379
NC_003197	NP_447297.1	yliI	STM0861		putative dehydrogenase	GeneID:1252380
NC_003197	NP_459839.1	yliJ	STM0862		putative glutathione S-transferase	GeneID:1252381
NC_003197	NP_459840.1	dacC	STM0863	3.4.16.4	serine-type D-Ala-D-Ala carboxypeptidase	GeneID:1252382
NC_003197	NP_459841.1	deoR	STM0864		DNA-binding transcriptional repressor DeoR	GeneID:1252383
NC_003197	NP_459842.1	ybjG	STM0865		undecaprenyl-diphosphate phosphatase	GeneID:1252384
NC_003197	NP_459843.1	mdfA	STM0866		multidrug transporter MdfA	GeneID:1252385
NC_003197	NP_459844.1		STM0867		sugar-phosphatase	GeneID:1252386
NC_003197	NP_459845.1		STM0868		hypothetical protein	GeneID:1252387
NC_003197	NP_459846.1		STM0869		DNA-binding transcriptional regulator	GeneID:1252388
NC_003197	NP_459847.1		STM0870		transporter	GeneID:1252389
NC_003197	NP_459848.1	ybjM	STM0871		hypothetical protein	GeneID:1252390
NC_003197	NP_459849.1	grxA	STM0872		glutaredoxin	GeneID:1252391
NC_003197	NP_459850.1	ybjC	STM0873		hypothetical protein	GeneID:1252392
NC_003197	NP_459851.1	mdaA	STM0874	1.-.-.-	nitroreductase A	GeneID:1252393
NC_003197	NP_459852.1	rimK	STM0875		ribosomal protein S6 modification protein	GeneID:1252394
NC_003197	NP_459853.1	ybjN	STM0876		hypothetical protein	GeneID:1252395
NC_003197	NP_459854.1	potF	STM0877		spermidine/putrescine ABC transporter substrate-binding protein PotF	GeneID:1252396
NC_003197	NP_459855.1	potG	STM0878		ABC transporter ATP-binding protein	GeneID:1252397
NC_003197	NP_459856.1	potH	STM0879		putrescine ABC transporter permease PotH	GeneID:1252398
NC_003197	NP_459857.1	potI	STM0880		putrescine ABC transporter permease PotI	GeneID:1252399
NC_003197	NP_459858.1	ybjO	STM0881		hypothetical protein	GeneID:1252400
NC_003197	NP_459859.1	ybjF	STM0882	2.1.1.-	23S rRNA (uracil(747)-C(5))-methyltransferase	GeneID:1252401
NC_003197	NP_459860.1		STM0884		PTS ascorbate transporter subunit IIC	GeneID:1252402
NC_003197	NP_459861.1		STM0885		PTS sugar transporter IIB	GeneID:1252403
NC_003197	NP_459862.1		STM0886		putative sulfatase	GeneID:1252404
NC_003197	NP_459863.1	artJ	STM0887		arginine ABC transporter substrate-binding protein	GeneID:1252405
NC_003197	NP_459864.1	artM	STM0888		arginine transporter permease subunit ArtM	GeneID:1252406
NC_003197	NP_459865.1	artQ	STM0889		arginine transporter permease subunit ArtQ	GeneID:1252407
NC_003197	NP_459866.1	artI	STM0890		arginine ABC transporter substrate-binding protein	GeneID:1252408
NC_003197	NP_459867.1	artP	STM0891		arginine ABC transporter ATP-binding protein ArtP	GeneID:1252409
NC_003197	NP_459868.1	ybjP	STM0892		putative lipoprotein	GeneID:1252410
NC_003197	NP_459869.1		STM0893		putative Fels-1 prophage integrase	GeneID:1252411
NC_003197	NP_459870.1		STM0894		putative Fels-1 prophage excisionase	GeneID:1252412
NC_003197	NP_459871.1		STM0895		Fels-1 prophage protein	GeneID:1252413
NC_003197	NP_459872.1		STM0896		Fels-1 prophage protein	GeneID:1252414
NC_003197	NP_459873.1		STM0897		Fels-1 prophage protein	GeneID:1252415
NC_003197	NP_459874.1		STM0898		predicted Fels-1 prophage transcriptional regulator	GeneID:1252416
NC_003197	NP_459875.1		STM0898A		Fels-1 prophage protein	GeneID:1252417
NC_003197	NP_459876.1		STM0899		Fels-1 prophage protein	GeneID:1252418
NC_003197	NP_459877.1		STM0900		putative Fels-1 prophage DNA or RNA helicases of superfamily II	GeneID:1252419
NC_003197	NP_459878.1		STM0901		Fels-1 putative prophage DNA primase	GeneID:1252420
NC_003197	NP_459879.1		STM0902		Fels-1 prophage protein	GeneID:1252421
NC_003197	NP_459880.1		STM0903		putative Fels-1 prophage chaparone	GeneID:1252422
NC_003197	NP_459881.1		STM0904		Fels-1 prophage protein	GeneID:1252423
NC_003197	NP_459882.1		STM0905		Fels-1 prophage hypothetical protein	GeneID:1252424
NC_003197	NP_459883.1		STM0906		Fels-1 prophage protein	GeneID:1252425
NC_003197	NP_459884.1		STM0907		putative Fels-1 prophage chitinase	GeneID:1252426
NC_003197	NP_459885.1		STM0908		Fels-1 prophage protein	GeneID:1252427
NC_003197	NP_459886.1		STM0909		Fels-1 prophage protein	GeneID:1252428
NC_003197	NP_459887.1		STM0910		Fels-1 prophage protein	GeneID:1252429
NC_003197	NP_459888.1		STM0911		Fels-1 prophage protein	GeneID:1252430
NC_003197	NP_459889.3		STM0912		Fels-1 prophage protease subunits of ATP-dependent proteases	GeneID:1252431
NC_003197	NP_459890.1		STM0913		Fels-1 prophage protein	GeneID:1252432
NC_003197	NP_459891.1		STM0914		putative Fels-1 phage tail component	GeneID:1252433
NC_003197	NP_459892.1		STM0915		Fels-1 prophage protein	GeneID:1252434
NC_003197	NP_459893.1		STM0916		putative Fels-1 prophage major tail protein	GeneID:1252435
NC_003197	NP_459894.1		STM0917		putative Fels-1 prophage minor tail protein	GeneID:1252436
NC_003197	NP_459895.1		STM0918		putative Fels-1 prophage minor tail protein	GeneID:1252437
NC_003197	NP_459896.1		STM0919		putative Fels-1 prophage minor tail protein	GeneID:1252438
NC_003197	NP_459897.1		STM0920		Fels-1 prophage attachment and invasion protein	GeneID:1252439
NC_003197	NP_459898.1		STM0921		putative Fels-1 prophage minor tail protein	GeneID:1252440
NC_003197	NP_459899.1		STM0922		putative Fels-1 prophage tail assembly protein	GeneID:1252441
NC_003197	NP_459900.1		STM0923		putative Fels-1 prophage tail assembly protein	GeneID:1252442
NC_003197	NP_459901.1		STM0924	1.15.1.1	putative Fels-1 prophage Cu/Zn superoxide dismutase	GeneID:1252443
NC_003197	NP_459902.3		STM0925		putative Fels-1 prophage host specificity protein	GeneID:1252444
NC_003197	NP_459903.1		STM0926		putative Fels-1 prophage minor tail protein	GeneID:1252445
NC_003197	NP_459904.1		STM0927		putative Fels-1 prophage tail assembly protein	GeneID:1252446
NC_003197	NP_459905.1	nanH	STM0928		sialidase	GeneID:1252447
NC_003197	NP_447365.1		STM0929		putative inner membrane protein	GeneID:1252448
NC_003197	NP_459907.1		STM0930		hypothetical protein	GeneID:1252449
NC_003197	NP_459908.1	ybjR	STM0931		N-acetylmuramoyl-L-alanine amidase	GeneID:1252450
NC_003197	NP_459909.1		STM0932		hypothetical protein	GeneID:1252451
NC_003197	NP_459910.1	ybjT	STM0933		NAD(P)-dependent oxidoreductase	GeneID:1252452
NC_003197	NP_459911.1	ltaA	STM0934	4.1.2.-	low-specificity L-threonine aldolase	GeneID:1252453
NC_003197	NP_459912.1	poxB	STM0935		pyruvate oxidase	GeneID:1252454
NC_003197	NP_459913.1	hcr	STM0936		NADH oxidoreductase for hcp gene product	GeneID:1252455
NC_003197	NP_459914.1	hcp	STM0937		hydroxylamine reductase	GeneID:1252456
NC_003197	NP_459915.1	ybjE	STM0938		hypothetical protein	GeneID:1252457
NC_003197	NP_459916.2	ybjD	STM0939		ATP-dependent endonuclease	GeneID:1252458
NC_003197	NP_459917.1	ybjX	STM0940		homolog of virK	GeneID:1252459
NC_003197	NP_459918.1	ybjY	STM0941		macrolide transporter subunit MacA	GeneID:1252460
NC_003197	NP_459919.1	ybjZ	STM0942		putative ABC superfamily (atp&memb) transport protein	GeneID:1252461
NC_003197	NP_459920.1	cspD	STM0943		cold shock domain protein CspD	GeneID:1252462
NC_003197	NP_459921.1	yljA	STM0944		ATP-dependent Clp protease adapter ClpS	GeneID:1252463
NC_003197	NP_459922.1	clpA	STM0945		ATP-dependent Clp protease ATP-binding subunit ClpA	GeneID:1252464
NC_003197	NP_459923.1	tnpA_1	STM0946		IS200/IS605 family transposase	GeneID:1252465
NC_003197	NP_459926.1		STM0950		hydrolase	GeneID:1252469
NC_003197	NP_459927.1		STM0951		quercetin 2,3-dioxygenase	GeneID:1252470
NC_003197	NP_459928.1		STM0952		LysR family transcriptional regulator	GeneID:1252471
NC_003197	NP_459929.1	infA	STM0953		translation initiation factor IF-1	GeneID:1252472
NC_003197	NP_459930.1		STM0954		hypothetical protein	GeneID:1252473
NC_003197	NP_459931.1	aat	STM0955	2.3.2.6	leucyl/phenylalanyl-tRNA--protein transferase	GeneID:1252474
NC_003197	NP_459932.1	cydC	STM0956		cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	GeneID:1252475
NC_003197	NP_459933.1	cydD	STM0957		cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	GeneID:1252476
NC_003197	NP_459934.1	trxB	STM0958	1.8.1.9	thioredoxin-disulfide reductase	GeneID:1252477
NC_003197	NP_459935.1	lrp	STM0959		leucine-responsive transcriptional regulator	GeneID:1252478
NC_003197	NP_459936.1	ftsK	STM0960		DNA translocase FtsK	GeneID:1252479
NC_003197	NP_459937.1	lolA	STM0961		periplasmic protein	GeneID:1252480
NC_003197	NP_459938.1	ycaJ	STM0962		recombination factor protein RarA	GeneID:1252481
